"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Es ist bedauerlich, wie sehr Cannabis immer noch verteufelt wird. Wenn junge Menschen einen Joint rauchen (was zu Recht für ihre Altersgruppe verboten ist), erkennen sie wahrscheinlich schnell, dass die Auswirkungen nicht so dramatisch sind, wie von den Gegnern der Legalisierung behauptet wird. Wenn sie dann zum Schluss kommen, dass es gar nicht so schlimm ist, könnten sie beginnen zu zweifeln, ob die Konservativen auch bei anderen Substanzen wie Heroin die Wahrheit sagen. Das könnte dazu führen, dass die Hemmschwelle junger Menschen sinkt, härtere Drogen auszuprobieren. Die Konservativen sollten darüber einmal gründlich nachdenken, besonders wenn man bedenkt, dass Alkohol für sie vollkommen akzeptabel zu sein scheint.";"negativ";"The comment is negative. It expresses concern and criticism about the potential consequences of cannabis legalization, particularly regarding the perception of drug dangers among young people.";"ARTEde";"@CS_2016";"Es ist bedauerlich, wie sehr Cannabis immer noch verteufelt wird. Wenn junge Menschen einen Joint rauchen (was zu Recht für ihre Altersgruppe verboten ist), erkennen sie wahrscheinlich schnell, dass die Auswirkungen nicht so dramatisch sind, wie von den Gegnern der Legalisierung behauptet wird. Wenn sie dann zum Schluss kommen, dass es gar nicht so schlimm ist, könnten sie beginnen zu zweifeln, ob die Konservativen auch bei anderen Substanzen wie Heroin die Wahrheit sagen. Das könnte dazu führen, dass die Hemmschwelle junger Menschen sinkt, härtere Drogen auszuprobieren. Die Konservativen sollten darüber einmal gründlich nachdenken, besonders wenn man bedenkt, dass Alkohol für sie vollkommen akzeptabel zu sein scheint.";"2024-04-06T14:44:03Z";3
"Das Framing in den deutschen Medien ist beim Thema Cannabis schlimmer als beim Thema Muslime. Besonders die Tagesschau hat das ganze Thema so abwertend wie möglich behandelt. Ich vermute, dass die Alkohollobby dahinter steckt. Jetzt werden der Söder und seine Alkohollobbysuggardaddies ganz traurig sein, weil die 14 jährigen sich jetzt dieses Teufelszeug Cannabis in die Venen spritzen.";"negativ";"The comment is negative. It contains criticism of the media's portrayal of cannabis legalization and expresses concern about the influence of the alcohol lobby.";"ARTEde";"@jasonstillwater7250";"Das Framing in den deutschen Medien ist beim Thema Cannabis schlimmer als beim Thema Muslime. Besonders die Tagesschau hat das ganze Thema so abwertend wie möglich behandelt. Ich vermute, dass die Alkohollobby dahinter steckt. Jetzt werden der Söder und seine Alkohollobbysuggardaddies ganz traurig sein, weil die 14 jährigen sich jetzt dieses Teufelszeug Cannabis in die Venen spritzen.";"2024-04-06T14:40:18Z";0
"War längst überfällig!! Gebt  das Hanf Frei 💚";"positiv";"The comment is positive. It expresses approval and enthusiasm for cannabis legalization, indicated by the phrase 'War längst überfällig!!' and the use of a green heart emoji.";"ARTEde";"@AUDIRS567";"War längst überfällig!! Gebt  das Hanf Frei 💚";"2024-04-06T14:14:25Z";59
"Die migrationsquote fing an zu sinken....doch dank dieses neuen gesetzes werden genau die richtigen migranten nun sich doch nach germoney aufm weg machen...
Diese legalisierung ist die büchse der pandora die nun geöffnet wird... der sargnagel der die deindustrialisierung endgültig besiegeln wird...";"negativ";"The comment is negative. It expresses concern and criticism about the impact of cannabis legalization on migration and the economy, using phrases like 'Büchse der Pandora' and 'Sargnagel'.";"ARTEde";"@anno_nymus";"Die migrationsquote fing an zu sinken....doch dank dieses neuen gesetzes werden genau die richtigen migranten nun sich doch nach germoney aufm weg machen...
Diese legalisierung ist die büchse der pandora die nun geöffnet wird... der sargnagel der die deindustrialisierung endgültig besiegeln wird...";"2024-04-06T13:54:39Z";0
"Der Weg der ""Legalisierung"" ist unnötig kompliziert, und für die Behörden bedeutet das trotzdem nicht dass die jetzt weniger tun müssen. Der Holland weg, wäre da viel unkomplizierter und auch für den Staat entsprechend profitabler. Aber warum einfach wenn es kompliziert auch genauso beschissen geht 🤦";"negativ";"The comment is negative. It expresses frustration and criticism towards the complicated process of legalization and includes a negative emoji (facepalm).";"ARTEde";"@TheScepticalThinker";"Der Weg der ""Legalisierung"" ist unnötig kompliziert, und für die Behörden bedeutet das trotzdem nicht dass die jetzt weniger tun müssen. Der Holland weg, wäre da viel unkomplizierter und auch für den Staat entsprechend profitabler. Aber warum einfach wenn es kompliziert auch genauso beschissen geht 🤦";"2024-04-06T13:45:36Z";0
"Jetzt ist Frankreich der beste kunde";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@Der_Gewagte";"Jetzt ist Frankreich der beste kunde";"2024-04-06T13:28:36Z";3
"Bleibt medizinisches Cannabis dann immernoch Rezeptpflichtig?";"neutral/ohne Bezug";"The comment is neutral. It asks a question about the status of medical cannabis without expressing a clear opinion on cannabis legalization.";"ARTEde";"@buffed7892";"Bleibt medizinisches Cannabis dann immernoch Rezeptpflichtig?";"2024-04-06T13:19:03Z";1
"....wann kommen die Shops endlich?";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization indirectly by asking when the shops will open, but it does not express a clear opinion.";"ARTEde";"@hotstepper9734";"....wann kommen die Shops endlich?";"2024-04-06T13:12:40Z";5
"Die Hälfte hätte für Freizeit gereicht und wenn sie dann einfach den Zugang über an Apos angebundenen Disp....";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but does not express a clear opinion.";"ARTEde";"@Thomas.Hacker";"Die Hälfte hätte für Freizeit gereicht und wenn sie dann einfach den Zugang über an Apos angebundenen Disp....";"2024-04-06T13:09:04Z";0
"Früher ich dachte immer Karl ist ein mieser Kerl,so wie Söder oder der Merz.

Ich hab mich geirrt,
Lauterbach bitte für Bundeskanzler,beste Mann. 👊";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@bagdadskilopov7757";"Früher ich dachte immer Karl ist ein mieser Kerl,so wie Söder oder der Merz.

Ich hab mich geirrt,
Lauterbach bitte für Bundeskanzler,beste Mann. 👊";"2024-04-06T13:08:39Z";11
"Ich kiffe nichtmal und finde die Legalisierung gut!";"positiv";"The comment is positive. It expresses support for the legalization despite the commenter not using cannabis themselves.";"ARTEde";"@myself3209";"Ich kiffe nichtmal und finde die Legalisierung gut!";"2024-04-06T13:07:27Z";253
"Ich denke die Politiker tun sich selbst einen Gefallen. Wie konsumiert man eigentlich Kannabis? Rauchen ist doch ungesund oder sind die Politiker nicht an der Gesundheit der Bevölkerung interessiert? 🤔😂";"negativ";"The comment is negative. It expresses concern about the health implications of cannabis consumption and questions the politicians' interest in public health, despite the humorous emoji.";"ARTEde";"@siobs303";"Ich denke die Politiker tun sich selbst einen Gefallen. Wie konsumiert man eigentlich Kannabis? Rauchen ist doch ungesund oder sind die Politiker nicht an der Gesundheit der Bevölkerung interessiert? 🤔😂";"2024-04-06T13:04:56Z";0
"Karl wird als Legende in die Geschichte eingehen ;-)";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@Cashfoo";"Karl wird als Legende in die Geschichte eingehen ;-)";"2024-04-06T13:02:35Z";14
"Jaaaaaaaaaa!!!!!!!!!! Endlich!!!!! Kein Alkohol mehr!!!!!!!!";"positiv";"The comment is positive. It expresses excitement and approval for the legalization, indicated by the enthusiastic exclamations and the phrase 'Endlich' (Finally).";"ARTEde";"@kaczmarekandreas7214";"Jaaaaaaaaaa!!!!!!!!!! Endlich!!!!! Kein Alkohol mehr!!!!!!!!";"2024-04-06T12:55:30Z";26
"Aber was ist mit den sinkenden Hemmschwellen bei Erwachsenen? Denk doch mal einer an die Erwachsenen! 😢";"negativ";"The comment is negative. It expresses concern about the potential consequences of cannabis legalization, specifically mentioning 'sinkenden Hemmschwellen' (lowering inhibitions) and includes a sad emoji.";"ARTEde";"@ConfusedApe";"Aber was ist mit den sinkenden Hemmschwellen bei Erwachsenen? Denk doch mal einer an die Erwachsenen! 😢";"2024-04-06T12:44:49Z";2
"Dröhnt es alle schön zu. Gibt schon genug legale Drogen.";"negativ";"The comment is negative. It expresses disapproval and concern about cannabis legalization, suggesting there are already enough legal drugs.";"ARTEde";"@didi-uf3hv";"Dröhnt es alle schön zu. Gibt schon genug legale Drogen.";"2024-04-06T12:44:01Z";0
"Also ich brauche kein Verliererkraut";"negativ";"The comment is negative. It expresses disapproval by referring to cannabis as 'Verliererkraut' (loser's weed).";"ARTEde";"@pat_murebeil";"Also ich brauche kein Verliererkraut";"2024-04-06T12:43:05Z";2
"Brot und Spiele.
Lasst euch schön ablenken.
Määhhh ihr Schafe";"negativ";"The comment is negative. It expresses disapproval and criticism, implying that the legalization is a distraction and referring to people as 'sheep' in a derogatory manner.";"ARTEde";"@berlinbro6692";"Brot und Spiele.
Lasst euch schön ablenken.
Määhhh ihr Schafe";"2024-04-06T12:40:27Z";0
"Luxemburg is wrong!! It's legal in the Netherlands, but not in Luxemburg. You should do an additional Sequence to correct this Information!";"neutral/ohne Bezug";"The comment is unrelated. It discusses the legality of cannabis in Luxembourg and the Netherlands, but does not refer to cannabis legalization in Germany.";"ARTEde";"@jessicabreuer4653";"Luxemburg is wrong!! It's legal in the Netherlands, but not in Luxemburg. You should do an additional Sequence to correct this Information!";"2024-04-06T12:40:08Z";1
"Oschonte";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@saltpepper5694";"Oschonte";"2024-04-06T12:36:40Z";1
"Endlich! Erste Pflanzen strecken schön ihr Köpfchen raus :D";"positiv";"The comment is positive. It expresses happiness and excitement about the legalization, indicated by the phrase 'Endlich!' and the positive emoji ':D'.";"ARTEde";"@un1g";"Endlich! Erste Pflanzen strecken schön ihr Köpfchen raus :D";"2024-04-06T12:30:36Z";53
"Weiß jemand wie das Lied heißt?";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"DeutscherHanfverband";"@kusstyle";"Weiß jemand wie das Lied heißt?";"2024-05-12T08:40:08Z";0
"Geil!";"positiv";"The comment is positive. It expresses enthusiasm and approval.";"DeutscherHanfverband";"@peterg2619";"Geil!";"2024-05-10T17:29:21Z";0
"als österreicher ist das für mich unvorstellbar! freud mich für deutschland! übertreibt es nicht^^
allein nur auf dem platz stehen muss einen schon passiv wach machen!";"positiv";"The comment is positive. It expresses happiness for Germany and includes a light-hearted tone.";"DeutscherHanfverband";"@sion7651";"als österreicher ist das für mich unvorstellbar! freud mich für deutschland! übertreibt es nicht^^
allein nur auf dem platz stehen muss einen schon passiv wach machen!";"2024-05-08T18:53:11Z";0
"Historisches Dokument";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"DeutscherHanfverband";"@daisuky2693";"Historisches Dokument";"2024-05-03T21:21:01Z";0
"Da haben sich die Zombies versammelt.";"negativ";"The comment is negative. It uses the term 'Zombies' in a derogatory manner, implying disapproval or criticism towards the people involved in cannabis legalization.";"DeutscherHanfverband";"@PaulMayer-bm6gz";"Da haben sich die Zombies versammelt.";"2024-04-26T16:00:37Z";1
"Absolut lächerliche Aktion, endlich haben wir es geschafft dann treffen sich tausenden laute und geben joints illegaler weiße weiter etc...und das vom DHV";"negativ";"The comment is negative. It expresses disapproval and criticism towards the legalization, mentioning concerns about illegal activities and mocking the action.";"DeutscherHanfverband";"@irgendwer8345";"Absolut lächerliche Aktion, endlich haben wir es geschafft dann treffen sich tausenden laute und geben joints illegaler weiße weiter etc...und das vom DHV";"2024-04-11T09:31:14Z";0
"Putin und Andere freuen sich...";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"DeutscherHanfverband";"@Manath720";"Putin und Andere freuen sich...";"2024-04-08T16:06:28Z";0
"Eigentlich ist euere arbeit jetzt getan und könnt den verband auflösen xD";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"DeutscherHanfverband";"@skaterpro142";"Eigentlich ist euere arbeit jetzt getan und könnt den verband auflösen xD";"2024-04-08T09:14:22Z";0
"1500 Leute, sieht nach mehr aus";"neutral/ohne Bezug";"The comment is neutral. It mentions the number of people but does not express a clear opinion on cannabis legalization.";"DeutscherHanfverband";"@sonofgod1501";"1500 Leute, sieht nach mehr aus";"2024-04-07T12:54:50Z";0
"Brot und Spiele.

Bis die Sharia das in 10-20 Jahren wieder verbietet.  

Lieber noch ne Schafsparade gegen rechts, denn es werden noch nicht genug Kinder gemessert! 

🤡🌏";"negativ";"The comment is negative. It expresses disapproval and concern about the future implications of cannabis legalization, using sarcastic and critical language.";"DeutscherHanfverband";"@HM-ti3sb";"Brot und Spiele.

Bis die Sharia das in 10-20 Jahren wieder verbietet.  

Lieber noch ne Schafsparade gegen rechts, denn es werden noch nicht genug Kinder gemessert! 

🤡🌏";"2024-04-07T09:25:48Z";1
"Nicht mehr Deutschland wie früher. Wäre AFD wäre besser";"negativ";"The comment is negative. It expresses dissatisfaction with the current state of Germany and implies that the AFD (a political party known for its conservative stance) would be better, which suggests opposition to progressive changes like cannabis legalization.";"DeutscherHanfverband";"@MehrAFD";"Nicht mehr Deutschland wie früher. Wäre AFD wäre besser";"2024-04-06T22:54:34Z";0
"Ich hoffe jemand war so helle, da snickers zu verkaufen";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"DeutscherHanfverband";"@Clawf1ng3r";"Ich hoffe jemand war so helle, da snickers zu verkaufen";"2024-04-05T23:14:12Z";0
"ist haschisch auch erlaubt?";"neutral/ohne Bezug";"The comment is neutral. It asks a question about the specifics of cannabis legalization without expressing a clear opinion.";"DeutscherHanfverband";"@geraldkrau2650";"ist haschisch auch erlaubt?";"2024-04-05T12:34:54Z";0
"Vielen vielen Dank 🎉🎉🎉🎉🎉🎉";"positiv";"The comment is positive. It contains gratitude and celebratory emojis.";"DeutscherHanfverband";"@user-re3hw6wh4q";"Vielen vielen Dank 🎉🎉🎉🎉🎉🎉";"2024-04-05T12:31:20Z";1
