"text";"VA01_value";"VA01_motivation";"VA02_value";"VA02_motivation";"VA03_value";"VA03_motivation";"hashtag"
"As long as you and I agree Trump is evil, we can get along.\\n\\nSupport Biden, Kennedy, Stein, West, Kanye, Literally Anyone Else ... We can get along. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden or anti-Trump stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, calling him 'evil,' which is a person-based criticism.";"nevertrump"
"Oh duh, she wants to be his VP \\nWait to sell out your country,  Nikki Haley #NeverTrump #VoteBlueToSaveTheWorld";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Nikki Haley for wanting to be Trump's VP, implying a criticism of her character and loyalty. This is person-based criticism.";"nevertrump"
"These MAGA\'s are so used to talking down to their constituents at home they make utter fools of themselves in front of a national audience. #MAGATraitorCultMorons #Roevember #BidenHarris #FBR #GoodTrouble #StrongerTogether #SaveAmerica #Resist #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and his supporters, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Trump supporters directly, referring to their behavior and character traits, which is person-based criticism.";"nevertrump"
"We Caucasians are roughly divided between the progressive left and MAGA moron right.  November will be decided by people of color and with it an opportunity to grab political power by the lapels. #NeverTrump #Roevember #GoodTrouble #BidenHarris #BLM #StopAsianHate #FBR #Jan6";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and support Joe Biden, indicating a pro-Biden stance.";"person-based criticism";"The tweet refers to Trump supporters as 'MAGA moron right,' which is a direct personal attack on the character of Trump supporters and, by extension, Trump himself.";"nevertrump"
"\\slowest stupidest brain\\...thats how describes the orange cotton candy haired one....and i\'m here for it!..🤣 .. #voteblue #trumptrails #nevertrump #smellydon #dumptrump #MSNBC #loveislove";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used criticize Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Donald Trump based on irrelevant personal attributes such as appearance and contains abusive remarks.";"nevertrump"
"Tonight feels like another night to once again say: #NeverTrump was always right!";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden or Democratic position.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, suggesting that the #NeverTrump stance was always correct. This is a person-based criticism.";"nevertrump"
"It’s an embarrassing day for but I hope her supporters know there is plenty of room among the coalition of the sane.\\n\\nTogether we can keep Trump out of office. #nikkihaley #nevertrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtag #nevertrump indicates a position against Donald Trump, suggesting the author supports a democratic position and Joe Biden.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, referring to keeping him out of office and implying his unsuitability. This is person-based criticism.";"nevertrump"
"If Republicans/Conservatives viewed Democrats as negatively as they viewed each other\'s fragmented camps, and supported the majority views they shared, rather than clinging to their single-issue positions (and #nevertrump mentality), Democrats wouldn\'t have a chance...";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"Others";"The tweet criticizes the #nevertrump mentality, which is associated with opposition to Donald Trump. Therefore, the author seems to take a republican position and support Donald Trump.";"party criticism";"The tweet does not refer to the top candidate outside of the hashtag. It criticizes the basic attitudes and opinions of the Republican party, particularly the #nevertrump mentality.";"nevertrump"
"I had hope for , even thought she might challenge for the nomination at the #GOP convention.  Instead, she’s the female version of #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"Others";"The tweet uses the hashtag #NeverTrump, which criticizes Donald Trump, indicating a pro-Trump position by criticizing those who oppose him.";"person-based criticism";"The tweet criticizes a person (referred to as 'she') for being the female version of #NeverTrump, which is a direct criticism of her character and behavior patterns.";"nevertrump"
"Hey Dems, let\'s go door to door to explain \\projection\\ and \\Dunning-Kruger Effect.\\ I argue those two afflictions define MAGA and the GOP and they are poison #BidenHarris #SaveAmerica #NeverTrump #FBR #psychotherapy #BlueCrew #MAGAtMORONS #latino #ERA #BlueDems";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and support Joe Biden, indicating a pro-Biden stance.";"party criticism";"The tweet criticizes the basic attitudes and opinions of the GOP and MAGA supporters, which are mostly represented by the party and not specifically attributable to the candidate.";"nevertrump"
