"Comment.";"Name.";"gender";"label";"motivation"
"Cool";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Where IS she ?";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a question about someone's location."
"GANGSTAS PARADISE";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Lord have mercy!";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"🔥🔥🔥sehr sexy Lena 😍";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It describes someone's appearance as 'sexy'."
"Herzlichen Glückwunsch zum Geburtstag, Lena";"Lena Meyer Landrut";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Lindaаа hermosa que eres me tienes enamorado encantado 😍😍😍😍
";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance by calling Linda 'hermosa' (beautiful)."
"Nice belly button.";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part."
"Hssusisysuyd sgssy";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"AFD 💙💙💙💙🇩🇪🇩🇪🇩🇪🇩🇪";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Klare Kante. Ich bin Neu-Folgerin.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Alerta⚫️🔴";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Cutes Gesicht";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part (face)."
"🔥 big fans from indonesia 🌺😄";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Witzig";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Your husband is a very lucky man🔥";"Lena Meyer Landrut";"female";"body-related";"The comment implies a compliment about the person's appearance, which is body-related."
"Erschreckend, wie deine Haltung gegen rechts die Maden der AFD aus ihren Löchern treibt, um hier so viel Bullsh1t zu kommentieren. Ich hasse den Gedanken, raus in die Stadt zu gehen und zu wissen, wie viele Leute mit solchem menschenverachtenden Gedankengut einem wohl entgegenkommen. DAS ist die wahre und einzige hochgradig verstörende Gefahr, die ich sehe und spüre, wenn ich an ""Vielfalt"" denke. Danke, dass du dich offen positionierst. Ich kann mir lebhaft vorstellen, dass es als so bekannter Mensch in Deutschland (mittlerweile wieder) nicht einfach ist, sich offen gegen rechts auszusprechen bei den Gefahren, die von diesen Menschen ausgehen. Aber das Risiko ist es definitiv wert! 💕 #wirsindmehr #wirbleibenmehr #strongtogether";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Steinzeit 🕰😮...🐥🍀❤️😍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Happy Mothers day 💐💐";"Lena Meyer Landrut";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Einfach grandios 👏";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich finde die Regierung sollte alle Parteien außer Grüne, SPD und FDP verbieten, die über 5% kommen könnten. Dann könnte man in Berlin endlich in Ruhe demokratisch weiter regieren.";"Lena Meyer Landrut";"female";"not body-related";"The comment is not body-related. It discusses political opinions and parties, without mentioning any physical characteristics."
"Bella.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ich finde es toll, dass du dich gegen die AFD geäußert hast. Damit setzt du ein wichtiges Zeichen gegen Hass und für die Demokratie. Danke! 💕🇪🇺";"Lena Meyer Landrut";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wir haben so viel gemeinsam, ich bin gerade auch ganz müdi ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ware Kunst 🙌😂❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Dein Spiegel Interview ist großartig. Danke dafür. Nicht unterkriegen lassen.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general compliment about an interview."
"Steht Dir aber gut die Brille";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions how the glasses look on the person, which relates to their appearance."
"Who will win ESC?";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general question about the Eurovision Song Contest."
"Nie mehr Lena, nur noch AfD 💙 Schade das sich Künstler einmischen in Dinge wo sie kein Plan von haben. Vielleicht mal das Geld entziehen, dann merken sie was in diesem Land abgeht.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It discusses political opinions and actions of artists without mentioning physical characteristics."
